Date,Dernier,Ouv., Plus Haut,Plus Bas
15/09/2005,1.2222,1.2283,1.2288,1.2191
16/09/2005,1.2236,1.2223,1.231,1.2196
19/09/2005,1.2138,1.2168,1.2178,1.21
20/09/2005,1.2117,1.2138,1.2193,1.2109
21/09/2005,1.2217,1.2121,1.2241,1.211
22/09/2005,1.2153,1.2224,1.2271,1.2132
23/09/2005,1.2039,1.2159,1.2172,1.2037
26/09/2005,1.2075,1.2035,1.2083,1.201
27/09/2005,1.2016,1.2074,1.2084,1.1977
28/09/2005,1.2041,1.2014,1.2058,1.1991
29/09/2005,1.2033,1.2043,1.2079,1.2005
30/09/2005,1.203,1.2034,1.209,1.1996
03/10/2005,1.1923,1.2022,1.2033,1.19
04/10/2005,1.1917,1.1921,1.1951,1.19
05/10/2005,1.1976,1.1919,1.1989,1.1915
06/10/2005,1.2185,1.1987,1.2208,1.1983
07/10/2005,1.2119,1.2185,1.2185,1.2093
10/10/2005,1.2071,1.2119,1.2155,1.2039
11/10/2005,1.1991,1.2064,1.2071,1.1974
12/10/2005,1.2024,1.1993,1.2056,1.1953
13/10/2005,1.2027,1.2026,1.2038,1.1911
14/10/2005,1.2077,1.2027,1.2109,1.1976
17/10/2005,1.2025,1.2082,1.2122,1.2009
18/10/2005,1.1963,1.2022,1.2026,1.1916
19/10/2005,1.1993,1.1963,1.2003,1.1873
20/10/2005,1.2016,1.1989,1.2026,1.1947
21/10/2005,1.1949,1.2018,1.2079,1.193
24/10/2005,1.1985,1.1948,1.2023,1.1921
25/10/2005,1.2113,1.198,1.2119,1.1936
26/10/2005,1.2066,1.2109,1.214,1.2048
27/10/2005,1.2138,1.2062,1.2174,1.2041
28/10/2005,1.2062,1.2138,1.2172,1.2048
31/10/2005,1.1988,1.2057,1.2091,1.1966
01/11/2005,1.201,1.1995,1.2027,1.197
02/11/2005,1.2067,1.2022,1.2085,1.1984
03/11/2005,1.1945,1.207,1.2087,1.1934
04/11/2005,1.1822,1.1947,1.1997,1.1801
07/11/2005,1.1812,1.1814,1.1837,1.1772
08/11/2005,1.1782,1.1805,1.1808,1.1709
09/11/2005,1.1766,1.1782,1.1795,1.1717
10/11/2005,1.1686,1.1766,1.1799,1.1677
11/11/2005,1.1724,1.1685,1.1735,1.1671
14/11/2005,1.1694,1.1723,1.1774,1.166
15/11/2005,1.1721,1.169,1.1732,1.1641
16/11/2005,1.1672,1.1719,1.1738,1.1643
17/11/2005,1.1759,1.1667,1.1765,1.1639
18/11/2005,1.1768,1.1757,1.1795,1.1662
21/11/2005,1.1728,1.1776,1.1841,1.1717
22/11/2005,1.1812,1.1728,1.1825,1.1684
23/11/2005,1.182,1.182,1.1865,1.1761
24/11/2005,1.1787,1.1824,1.1827,1.1765
25/11/2005,1.1724,1.1787,1.179,1.1708
28/11/2005,1.1851,1.1716,1.1905,1.1682
29/11/2005,1.1785,1.1845,1.1864,1.1738
30/11/2005,1.1789,1.1778,1.1805,1.1755
01/12/2005,1.1734,1.1789,1.1805,1.1688
02/12/2005,1.1717,1.1734,1.1751,1.1662
05/12/2005,1.1784,1.1704,1.1821,1.1688
06/12/2005,1.1787,1.1791,1.181,1.1755
07/12/2005,1.1722,1.1785,1.1804,1.1702
08/12/2005,1.1817,1.1721,1.185,1.1701
09/12/2005,1.1812,1.182,1.1839,1.1764
12/12/2005,1.1955,1.1781,1.1984,1.1777
13/12/2005,1.1937,1.1952,1.1987,1.1903
14/12/2005,1.2004,1.1945,1.2063,1.193
15/12/2005,1.1978,1.2001,1.2039,1.1934
16/12/2005,1.2013,1.1975,1.2028,1.1934
19/12/2005,1.2004,1.2027,1.204,1.1973
20/12/2005,1.187,1.2007,1.2015,1.1838
21/12/2005,1.1832,1.1858,1.1912,1.1799
22/12/2005,1.1869,1.1837,1.1902,1.181
23/12/2005,1.1875,1.1869,1.1885,1.1829
26/12/2005,1.1848,1.186,1.1867,1.1831
27/12/2005,1.1831,1.1848,1.1881,1.1829
28/12/2005,1.1835,1.1829,1.1936,1.1814
29/12/2005,1.1844,1.1836,1.1884,1.1816
30/12/2005,1.1843,1.1845,1.189,1.1778
02/01/2006,1.1825,1.1846,1.187,1.1801
03/01/2006,1.2012,1.1824,1.2031,1.181
04/01/2006,1.2128,1.2012,1.2144,1.2003
05/01/2006,1.2102,1.2123,1.2123,1.2064
06/01/2006,1.2149,1.2107,1.2182,1.2079
09/01/2006,1.2087,1.2147,1.2156,1.2051
10/01/2006,1.2067,1.2084,1.2111,1.2036
11/01/2006,1.2125,1.2062,1.2146,1.2043
12/01/2006,1.2035,1.2125,1.2165,1.2005
13/01/2006,1.2138,1.2037,1.2144,1.2026
16/01/2006,1.2121,1.2151,1.2177,1.2105
17/01/2006,1.2107,1.2119,1.2145,1.205
18/01/2006,1.2105,1.2107,1.2162,1.2071
19/01/2006,1.2098,1.2115,1.2125,1.2052
20/01/2006,1.2138,1.21,1.2142,1.2041
23/01/2006,1.2312,1.2141,1.2313,1.2138
24/01/2006,1.2281,1.231,1.2326,1.2259
25/01/2006,1.2246,1.2284,1.2324,1.2234
26/01/2006,1.2214,1.2244,1.2272,1.22
27/01/2006,1.21,1.2205,1.2237,1.2085
30/01/2006,1.2088,1.2106,1.2117,1.2062
31/01/2006,1.2155,1.2092,1.2191,1.2077
01/02/2006,1.2061,1.2153,1.2166,1.2048
02/02/2006,1.2098,1.2058,1.2109,1.2031
03/02/2006,1.2024,1.2092,1.2113,1.1968
06/02/2006,1.1963,1.2037,1.2048,1.1944
07/02/2006,1.1974,1.1966,1.2016,1.194
08/02/2006,1.1955,1.198,1.1997,1.1923
09/02/2006,1.1981,1.1964,1.1997,1.1946
10/02/2006,1.19,1.198,1.2027,1.1892
13/02/2006,1.1905,1.1903,1.1925,1.1878
14/02/2006,1.1915,1.19,1.1925,1.1856
15/02/2006,1.1885,1.1916,1.1956,1.1871
16/02/2006,1.1896,1.1892,1.1904,1.1847
17/02/2006,1.1934,1.1904,1.1944,1.1856
20/02/2006,1.1938,1.1932,1.1976,1.1923
21/02/2006,1.1911,1.1938,1.1944,1.189
22/02/2006,1.1911,1.1913,1.193,1.1858
23/02/2006,1.1923,1.1911,1.1972,1.1888
24/02/2006,1.1873,1.1923,1.1936,1.1864
27/02/2006,1.1846,1.1871,1.1879,1.1824
28/02/2006,1.1921,1.1848,1.1944,1.1835
01/03/2006,1.1915,1.1921,1.1976,1.189
02/03/2006,1.2041,1.1917,1.2046,1.1911
03/03/2006,1.2039,1.2039,1.2054,1.1993
06/03/2006,1.2018,1.205,1.2094,1.1989
07/03/2006,1.1886,1.2019,1.2024,1.1868
08/03/2006,1.1923,1.1886,1.1942,1.1871
09/03/2006,1.1914,1.1924,1.1954,1.1901
10/03/2006,1.1915,1.1912,1.1934,1.1859
13/03/2006,1.1961,1.1917,1.1972,1.1911
14/03/2006,1.2016,1.196,1.2033,1.1936
15/03/2006,1.2071,1.2013,1.2076,1.2005
16/03/2006,1.218,1.2069,1.219,1.2033
17/03/2006,1.219,1.2176,1.2208,1.2139
20/03/2006,1.2167,1.2186,1.22,1.2147
21/03/2006,1.2088,1.2167,1.2167,1.2073
22/03/2006,1.2079,1.2094,1.2115,1.2064
23/03/2006,1.1972,1.2077,1.2083,1.1955
24/03/2006,1.2036,1.1972,1.2048,1.195
27/03/2006,1.2014,1.2039,1.2064,1.2003
28/03/2006,1.2003,1.2014,1.2111,1.1992
29/03/2006,1.2029,1.2001,1.205,1.1976
30/03/2006,1.217,1.2027,1.217,1.202
31/03/2006,1.2119,1.2165,1.2176,1.2077
03/04/2006,1.2138,1.2121,1.2149,1.2031
04/04/2006,1.2256,1.2134,1.2279,1.2119
05/04/2006,1.2296,1.2262,1.2308,1.2243
06/04/2006,1.2226,1.2298,1.2334,1.2197
07/04/2006,1.209,1.2223,1.2228,1.2088
10/04/2006,1.2115,1.2109,1.213,1.2075
11/04/2006,1.2147,1.2113,1.2156,1.209
12/04/2006,1.2107,1.2142,1.217,1.2066
13/04/2006,1.2116,1.2104,1.2135,1.2065
14/04/2006,1.211,1.2108,1.212,1.2092
17/04/2006,1.2253,1.2124,1.2291,1.2122
18/04/2006,1.2351,1.2256,1.2361,1.2222
19/04/2006,1.2381,1.2358,1.2395,1.2283
20/04/2006,1.2321,1.2382,1.2382,1.2285
21/04/2006,1.2341,1.2317,1.2363,1.2267
24/04/2006,1.2395,1.2373,1.2416,1.2332
25/04/2006,1.2435,1.2386,1.244,1.2364
26/04/2006,1.2445,1.2429,1.2471,1.2386
27/04/2006,1.2532,1.2449,1.2551,1.2404
28/04/2006,1.2637,1.253,1.2642,1.2521
01/05/2006,1.2586,1.2626,1.2691,1.2555
02/05/2006,1.2616,1.2569,1.2668,1.2557
03/05/2006,1.2641,1.2614,1.267,1.2589
04/05/2006,1.2694,1.263,1.2723,1.2569
05/05/2006,1.2725,1.2692,1.2768,1.2673
08/05/2006,1.2708,1.2742,1.2788,1.2691
09/05/2006,1.2763,1.27,1.2784,1.266
10/05/2006,1.2788,1.2761,1.2832,1.275
11/05/2006,1.2834,1.2784,1.2873,1.2685
12/05/2006,1.2932,1.2838,1.2959,1.2831
15/05/2006,1.2797,1.295,1.2973,1.2778
16/05/2006,1.2862,1.2797,1.287,1.2769
17/05/2006,1.2736,1.286,1.2923,1.2702
18/05/2006,1.2862,1.2731,1.2866,1.2721
19/05/2006,1.2774,1.2858,1.2867,1.2695
22/05/2006,1.2873,1.2759,1.2887,1.2693
23/05/2006,1.282,1.2866,1.2879,1.2803
24/05/2006,1.2752,1.2814,1.2894,1.2729
25/05/2006,1.2805,1.2759,1.2818,1.2746
26/05/2006,1.2735,1.2816,1.2837,1.2701
29/05/2006,1.2752,1.2731,1.277,1.2719
30/05/2006,1.2875,1.2748,1.291,1.274
31/05/2006,1.2812,1.2876,1.2905,1.2804
01/06/2006,1.281,1.2813,1.2825,1.2721
02/06/2006,1.2918,1.2813,1.2942,1.2795
05/06/2006,1.2906,1.2929,1.298,1.29
06/06/2006,1.282,1.2908,1.2938,1.2807
07/06/2006,1.279,1.2819,1.2838,1.2758
08/06/2006,1.2651,1.2794,1.2809,1.2625
09/06/2006,1.2644,1.2653,1.2686,1.2596
12/06/2006,1.2585,1.2618,1.2653,1.2567
13/06/2006,1.2544,1.2582,1.262,1.2529
14/06/2006,1.2605,1.2548,1.265,1.2534
15/06/2006,1.2635,1.2605,1.2658,1.2578
16/06/2006,1.2645,1.2634,1.2678,1.2619
19/06/2006,1.2574,1.2649,1.2654,1.255
20/06/2006,1.2584,1.2578,1.2618,1.2538
21/06/2006,1.266,1.2584,1.2681,1.258
22/06/2006,1.2578,1.2664,1.2681,1.255
23/06/2006,1.2512,1.2572,1.2596,1.2479
26/06/2006,1.2588,1.2504,1.2605,1.25
27/06/2006,1.2584,1.2588,1.262,1.2559
28/06/2006,1.2557,1.2581,1.2586,1.2516
29/06/2006,1.2662,1.255,1.2668,1.2515
30/06/2006,1.2789,1.2668,1.2797,1.2657
03/07/2006,1.2798,1.279,1.2825,1.2762
04/07/2006,1.2795,1.279,1.2824,1.2784
05/07/2006,1.2721,1.2786,1.2841,1.2704
06/07/2006,1.2778,1.2723,1.2784,1.2719
07/07/2006,1.281,1.278,1.2864,1.2765
10/07/2006,1.2737,1.2812,1.2818,1.2718
11/07/2006,1.2772,1.2736,1.2779,1.2704
12/07/2006,1.2702,1.2763,1.2782,1.2675
13/07/2006,1.2692,1.2701,1.2734,1.2664
14/07/2006,1.2651,1.2692,1.2698,1.2625
17/07/2006,1.2519,1.2632,1.2647,1.251
18/07/2006,1.2506,1.2521,1.2561,1.2473
19/07/2006,1.2593,1.2503,1.261,1.2457
20/07/2006,1.2628,1.2591,1.2656,1.2588
21/07/2006,1.2697,1.263,1.2699,1.2624
24/07/2006,1.2635,1.2702,1.2708,1.2609
25/07/2006,1.2578,1.263,1.2675,1.2561
26/07/2006,1.2717,1.2579,1.2725,1.2559
27/07/2006,1.2698,1.2716,1.2774,1.2681
28/07/2006,1.2764,1.2697,1.2772,1.2658
31/07/2006,1.2763,1.2767,1.2784,1.2738
01/08/2006,1.2828,1.2763,1.283,1.2719
02/08/2006,1.2788,1.2824,1.2837,1.2774
03/08/2006,1.2805,1.279,1.2837,1.2742
04/08/2006,1.2874,1.2803,1.2912,1.276
07/08/2006,1.2833,1.2883,1.2893,1.283
08/08/2006,1.2834,1.2831,1.2896,1.2806
09/08/2006,1.2862,1.2822,1.2904,1.2765
10/08/2006,1.2794,1.2865,1.2914,1.2748
11/08/2006,1.2722,1.2793,1.2801,1.2716
14/08/2006,1.2719,1.2713,1.2767,1.2706
15/08/2006,1.2787,1.2723,1.2806,1.2695
16/08/2006,1.2845,1.2784,1.2868,1.2767
17/08/2006,1.2832,1.2843,1.2893,1.2813
18/08/2006,1.2826,1.2831,1.2848,1.2781
21/08/2006,1.2891,1.2828,1.294,1.2826
22/08/2006,1.2805,1.2887,1.2892,1.2783
23/08/2006,1.2788,1.2805,1.2853,1.2776
24/08/2006,1.2767,1.2784,1.2845,1.275
25/08/2006,1.275,1.2767,1.2784,1.2725
28/08/2006,1.2778,1.2761,1.2822,1.2753
29/08/2006,1.2829,1.2786,1.2845,1.275
30/08/2006,1.2839,1.2824,1.2855,1.2811
31/08/2006,1.2807,1.2835,1.2881,1.2784
01/09/2006,1.2836,1.2804,1.2848,1.2754
04/09/2006,1.2873,1.2846,1.2876,1.2838
05/09/2006,1.2818,1.2862,1.2866,1.2793
06/09/2006,1.2805,1.2818,1.2837,1.2767
07/09/2006,1.2732,1.2801,1.2832,1.2704
08/09/2006,1.2673,1.2732,1.2742,1.2649
11/09/2006,1.2704,1.2668,1.2744,1.2647
12/09/2006,1.2685,1.27,1.2734,1.267
13/09/2006,1.2694,1.2683,1.2717,1.2664
14/09/2006,1.2721,1.2698,1.2755,1.2674
15/09/2006,1.2647,1.2721,1.2736,1.263
18/09/2006,1.2703,1.2636,1.2712,1.263
19/09/2006,1.2679,1.2698,1.2729,1.2651
20/09/2006,1.2687,1.2673,1.2729,1.2662
21/09/2006,1.278,1.2688,1.2799,1.2681
22/09/2006,1.278,1.2783,1.2835,1.2774
25/09/2006,1.2752,1.2792,1.2827,1.2732
26/09/2006,1.2685,1.2748,1.2765,1.2662
27/09/2006,1.27,1.2685,1.2721,1.267
28/09/2006,1.2706,1.2698,1.2736,1.2677
29/09/2006,1.2672,1.2698,1.2714,1.2638
02/10/2006,1.2738,1.2683,1.2759,1.266
03/10/2006,1.2736,1.2738,1.2769,1.2719
04/10/2006,1.2717,1.2729,1.2744,1.2666
05/10/2006,1.2695,1.2717,1.2732,1.2674
06/10/2006,1.26,1.269,1.2717,1.2574
09/10/2006,1.2595,1.2593,1.2618,1.2584
10/10/2006,1.2538,1.2593,1.2618,1.2517
11/10/2006,1.2517,1.2534,1.2559,1.2502
12/10/2006,1.2559,1.2517,1.2567,1.2515
13/10/2006,1.2515,1.2556,1.258,1.2484
16/10/2006,1.253,1.2499,1.2538,1.2487
17/10/2006,1.2538,1.2532,1.2567,1.2508
18/10/2006,1.2533,1.2534,1.2561,1.25
19/10/2006,1.2628,1.2534,1.2645,1.253
20/10/2006,1.2614,1.2626,1.2641,1.2597
23/10/2006,1.2548,1.2618,1.2622,1.2534
24/10/2006,1.2557,1.2548,1.2578,1.2523
25/10/2006,1.2602,1.2553,1.2625,1.255
26/10/2006,1.2692,1.2602,1.2704,1.26
27/10/2006,1.2741,1.2688,1.2753,1.2664
30/10/2006,1.2732,1.2732,1.2739,1.2699
31/10/2006,1.2763,1.2726,1.2785,1.2679
01/11/2006,1.2755,1.2763,1.2799,1.2742
02/11/2006,1.2776,1.2757,1.2786,1.2736
03/11/2006,1.2718,1.2779,1.2793,1.2682
06/11/2006,1.2721,1.2719,1.2727,1.2689
07/11/2006,1.2772,1.2724,1.2821,1.2721
08/11/2006,1.2757,1.2773,1.2811,1.2744
09/11/2006,1.2826,1.2757,1.2849,1.275
10/11/2006,1.2844,1.2828,1.2901,1.2826
13/11/2006,1.2803,1.2843,1.2879,1.2795
14/11/2006,1.2812,1.2807,1.2873,1.279
15/11/2006,1.2826,1.2813,1.2837,1.2772
16/11/2006,1.2798,1.2826,1.2842,1.2784
17/11/2006,1.2828,1.2793,1.2847,1.2761
20/11/2006,1.2812,1.283,1.2856,1.2805
21/11/2006,1.2845,1.2818,1.2856,1.2797
22/11/2006,1.2944,1.2843,1.2959,1.2837
23/11/2006,1.2942,1.2946,1.2976,1.2927
24/11/2006,1.3093,1.2946,1.3112,1.2944
27/11/2006,1.3133,1.3171,1.3173,1.3087
28/11/2006,1.3201,1.3133,1.3209,1.3114
29/11/2006,1.3148,1.3199,1.322,1.3131
30/11/2006,1.3241,1.3154,1.3275,1.3141
01/12/2006,1.3336,1.3243,1.335,1.3217
04/12/2006,1.3321,1.3334,1.3369,1.3282
05/12/2006,1.3323,1.3338,1.3365,1.3285
06/12/2006,1.3293,1.3317,1.3342,1.3255
07/12/2006,1.3291,1.3283,1.3327,1.3274
08/12/2006,1.3201,1.3287,1.3365,1.3192
11/12/2006,1.3237,1.3178,1.3265,1.3131
12/12/2006,1.328,1.3238,1.3292,1.3211
13/12/2006,1.3218,1.3282,1.329,1.3191
14/12/2006,1.3146,1.3215,1.3255,1.314
15/12/2006,1.3083,1.3144,1.3188,1.3059
18/12/2006,1.31,1.3083,1.3123,1.3053
19/12/2006,1.3192,1.3102,1.3217,1.3083
20/12/2006,1.3178,1.3188,1.3246,1.316
21/12/2006,1.3173,1.3175,1.3218,1.314
22/12/2006,1.3144,1.3174,1.3216,1.3109
25/12/2006,1.3131,1.3133,1.3165,1.31
26/12/2006,1.3096,1.3117,1.3142,1.3089
27/12/2006,1.312,1.3098,1.318,1.3093
28/12/2006,1.3148,1.3119,1.3203,1.3104
29/12/2006,1.3199,1.315,1.3208,1.3138
01/01/2007,1.3199,1.3197,1.3203,1.3171
02/01/2007,1.3277,1.3201,1.3299,1.3196
03/01/2007,1.3163,1.3272,1.3291,1.3146
04/01/2007,1.3085,1.3167,1.3182,1.3074
05/01/2007,1.3003,1.3085,1.3106,1.298
08/01/2007,1.302,1.3013,1.3037,1.2973
09/01/2007,1.2997,1.3023,1.3054,1.2985
10/01/2007,1.2934,1.3002,1.3008,1.2931
11/01/2007,1.2893,1.2937,1.3016,1.2881
12/01/2007,1.2917,1.2891,1.2946,1.2866
15/01/2007,1.2936,1.2927,1.2959,1.2914
16/01/2007,1.2919,1.2941,1.2992,1.2909
17/01/2007,1.2938,1.2919,1.2952,1.2896
18/01/2007,1.2954,1.2944,1.2978,1.2896
19/01/2007,1.2966,1.2962,1.3002,1.2913
22/01/2007,1.2948,1.2963,1.2982,1.2921
23/01/2007,1.3025,1.2949,1.3046,1.2928
24/01/2007,1.2961,1.3022,1.3037,1.2946
25/01/2007,1.2933,1.2967,1.3004,1.2914
26/01/2007,1.2915,1.2936,1.2944,1.2875
29/01/2007,1.2955,1.2919,1.2967,1.2898
30/01/2007,1.2965,1.2957,1.2982,1.2942
31/01/2007,1.3034,1.2969,1.3038,1.2923
01/02/2007,1.3022,1.3032,1.3053,1.2999
02/02/2007,1.2969,1.3024,1.3064,1.295
05/02/2007,1.2923,1.2964,1.297,1.2913
06/02/2007,1.2982,1.2931,1.2992,1.2912
07/02/2007,1.3019,1.2981,1.3025,1.2965
08/02/2007,1.3039,1.3014,1.3043,1.2974
09/02/2007,1.3005,1.3041,1.3047,1.2982
12/02/2007,1.2965,1.2992,1.3041,1.2942
13/02/2007,1.3037,1.2965,1.3045,1.2952
14/02/2007,1.3129,1.3039,1.3154,1.3024
15/02/2007,1.3146,1.3131,1.3173,1.3117
16/02/2007,1.3141,1.3142,1.3148,1.3093
19/02/2007,1.3155,1.3158,1.3165,1.3122
20/02/2007,1.3138,1.3155,1.319,1.3127
21/02/2007,1.3138,1.3144,1.3167,1.311
22/02/2007,1.3125,1.3138,1.3144,1.3079
23/02/2007,1.3167,1.3123,1.319,1.3102
26/02/2007,1.3184,1.3165,1.3201,1.3152
27/02/2007,1.3242,1.3188,1.3261,1.316
28/02/2007,1.3235,1.3244,1.3249,1.318
01/03/2007,1.3186,1.323,1.3241,1.3154
02/03/2007,1.3194,1.3188,1.3203,1.3142
05/03/2007,1.3095,1.3205,1.3214,1.3071
06/03/2007,1.3127,1.3093,1.3133,1.3079
07/03/2007,1.3176,1.3127,1.3187,1.3109
08/03/2007,1.3129,1.3175,1.3184,1.3115
09/03/2007,1.3114,1.3131,1.3159,1.3085
12/03/2007,1.3188,1.3115,1.3202,1.3108
13/03/2007,1.3198,1.3189,1.3223,1.3155
14/03/2007,1.3224,1.3199,1.3247,1.3175
15/03/2007,1.3239,1.322,1.3254,1.3193
16/03/2007,1.3314,1.3238,1.3342,1.3232
19/03/2007,1.3302,1.3319,1.3327,1.3279
20/03/2007,1.3316,1.3301,1.3324,1.327
21/03/2007,1.3386,1.3321,1.339,1.3287
22/03/2007,1.3333,1.3384,1.3413,1.331
23/03/2007,1.3285,1.3333,1.3345,1.3282
26/03/2007,1.3335,1.329,1.3349,1.3254
27/03/2007,1.3354,1.3331,1.3371,1.3319
28/03/2007,1.3317,1.3356,1.3375,1.3307
29/03/2007,1.3333,1.3315,1.3356,1.3301
30/03/2007,1.3358,1.3329,1.3403,1.3289
02/04/2007,1.3369,1.3375,1.3384,1.3331
03/04/2007,1.3335,1.3367,1.3384,1.3319
04/04/2007,1.3373,1.3325,1.3382,1.3319
05/04/2007,1.3422,1.3373,1.3443,1.3352
06/04/2007,1.3379,1.3429,1.3435,1.3365
09/04/2007,1.3354,1.3373,1.338,1.334
10/04/2007,1.3437,1.3358,1.3457,1.3348
11/04/2007,1.3432,1.3434,1.3443,1.3407
12/04/2007,1.3487,1.3432,1.3504,1.343
13/04/2007,1.3529,1.3489,1.3554,1.3479
16/04/2007,1.3533,1.3556,1.3577,1.3529
17/04/2007,1.3572,1.3526,1.3595,1.3521
18/04/2007,1.3609,1.3575,1.3619,1.3544
19/04/2007,1.3608,1.3612,1.3621,1.3559
20/04/2007,1.3591,1.3614,1.3638,1.3585
23/04/2007,1.3577,1.3603,1.3609,1.3542
24/04/2007,1.3643,1.3579,1.3645,1.3548
25/04/2007,1.3638,1.3638,1.3666,1.3619
26/04/2007,1.3594,1.3643,1.3655,1.3584
27/04/2007,1.3653,1.3592,1.3683,1.3586
30/04/2007,1.3647,1.3634,1.368,1.3588
01/05/2007,1.3605,1.3641,1.3674,1.359
02/05/2007,1.359,1.3605,1.3613,1.356
03/05/2007,1.3556,1.3584,1.3624,1.3548
04/05/2007,1.359,1.3548,1.3611,1.3531
07/05/2007,1.3599,1.3602,1.3629,1.3592
08/05/2007,1.3542,1.36,1.3623,1.3515
09/05/2007,1.3529,1.3546,1.3567,1.3519
10/05/2007,1.3485,1.3527,1.3565,1.3465
11/05/2007,1.3529,1.3476,1.3533,1.3462
14/05/2007,1.3542,1.3533,1.3559,1.3525
15/05/2007,1.3592,1.3542,1.3611,1.3527
16/05/2007,1.3521,1.3594,1.3611,1.3504
17/05/2007,1.3495,1.3516,1.3545,1.3475
18/05/2007,1.3509,1.3498,1.3522,1.3465
21/05/2007,1.3468,1.3519,1.3529,1.3436
22/05/2007,1.3451,1.3461,1.348,1.3438
23/05/2007,1.3462,1.3451,1.3504,1.3415
24/05/2007,1.3428,1.346,1.3462,1.3415
25/05/2007,1.3441,1.3431,1.3474,1.3411
28/05/2007,1.3453,1.3447,1.3464,1.3445
29/05/2007,1.3446,1.345,1.3522,1.342
30/05/2007,1.3428,1.3447,1.3457,1.3407
31/05/2007,1.3453,1.343,1.3478,1.3424
01/06/2007,1.3449,1.3453,1.3464,1.3392
04/06/2007,1.3493,1.3445,1.35,1.3432
05/06/2007,1.3524,1.3494,1.3555,1.3487
06/06/2007,1.3504,1.3517,1.3541,1.3485
07/06/2007,1.343,1.3504,1.3514,1.3422
08/06/2007,1.3374,1.3426,1.3429,1.332
11/06/2007,1.3359,1.3363,1.3365,1.3333
12/06/2007,1.3302,1.3357,1.3369,1.33
13/06/2007,1.3312,1.3302,1.3316,1.3264
14/06/2007,1.3312,1.3314,1.3325,1.3279
15/06/2007,1.3388,1.3306,1.339,1.3304
18/06/2007,1.3415,1.3377,1.342,1.3376
19/06/2007,1.3427,1.3414,1.3437,1.3382
20/06/2007,1.3405,1.3424,1.3438,1.3396
21/06/2007,1.3396,1.3403,1.3409,1.3373
22/06/2007,1.3469,1.3386,1.3471,1.3381
25/06/2007,1.3464,1.3466,1.3474,1.3439
26/06/2007,1.3453,1.3462,1.3481,1.3432
27/06/2007,1.3452,1.3457,1.346,1.3415
28/06/2007,1.3446,1.3451,1.3482,1.3423
29/06/2007,1.3542,1.3447,1.3542,1.343
02/07/2007,1.3626,1.3542,1.3639,1.3529
03/07/2007,1.3612,1.3632,1.3636,1.3583
04/07/2007,1.3612,1.3609,1.3632,1.3605
05/07/2007,1.3598,1.3613,1.3662,1.3579
06/07/2007,1.3628,1.3597,1.3642,1.3568
09/07/2007,1.3629,1.3633,1.364,1.3609
10/07/2007,1.3746,1.3632,1.375,1.3594
11/07/2007,1.3746,1.3748,1.3786,1.3731
12/07/2007,1.3794,1.3746,1.38,1.3742
13/07/2007,1.3784,1.3788,1.3815,1.3763
16/07/2007,1.3771,1.3779,1.3803,1.3758
17/07/2007,1.3788,1.3774,1.3801,1.3758
18/07/2007,1.3803,1.3782,1.3834,1.3752
19/07/2007,1.3798,1.3805,1.3832,1.3786
20/07/2007,1.3827,1.3797,1.3844,1.3779
23/07/2007,1.3811,1.3838,1.3845,1.3796
24/07/2007,1.3828,1.3809,1.3854,1.3799
25/07/2007,1.3724,1.3828,1.3831,1.3697
26/07/2007,1.3744,1.3725,1.3773,1.3691
27/07/2007,1.3634,1.3737,1.3754,1.3627
30/07/2007,1.3693,1.3615,1.3706,1.3609
31/07/2007,1.3673,1.3695,1.3728,1.3669
01/08/2007,1.367,1.3676,1.3712,1.3638
02/08/2007,1.37,1.3681,1.3708,1.3651
03/08/2007,1.3774,1.3703,1.382,1.3682
06/08/2007,1.3794,1.3828,1.384,1.378
07/08/2007,1.3744,1.379,1.3817,1.3735
08/08/2007,1.3796,1.3744,1.3828,1.372
09/08/2007,1.3672,1.3794,1.3819,1.3655
10/08/2007,1.3693,1.3678,1.3706,1.3641
13/08/2007,1.3611,1.3687,1.371,1.3603
14/08/2007,1.3537,1.3607,1.363,1.3531
15/08/2007,1.3426,1.3536,1.3539,1.3425
16/08/2007,1.3424,1.3426,1.3449,1.3359
17/08/2007,1.3476,1.342,1.3546,1.3371
20/08/2007,1.3473,1.348,1.3509,1.346
21/08/2007,1.3462,1.3476,1.3523,1.3457
22/08/2007,1.355,1.3462,1.355,1.3449
23/08/2007,1.3569,1.3549,1.3589,1.3535
24/08/2007,1.3681,1.3566,1.3682,1.3554
27/08/2007,1.3644,1.3671,1.3686,1.3634
28/08/2007,1.3604,1.3642,1.3681,1.3599
29/08/2007,1.3676,1.3601,1.3681,1.3563
30/08/2007,1.3638,1.3678,1.3679,1.3593
31/08/2007,1.363,1.3637,1.3721,1.3621
03/09/2007,1.3621,1.3628,1.3656,1.3603
04/09/2007,1.3607,1.3622,1.3628,1.3552
05/09/2007,1.365,1.3604,1.3673,1.3569
06/09/2007,1.3689,1.365,1.3711,1.3635
07/09/2007,1.3768,1.3695,1.38,1.3664
10/09/2007,1.3798,1.3784,1.3817,1.3767
11/09/2007,1.3838,1.3807,1.3849,1.3779
12/09/2007,1.3904,1.3834,1.3916,1.3825
13/09/2007,1.3868,1.3904,1.3927,1.3862
14/09/2007,1.3875,1.3868,1.3897,1.3845
17/09/2007,1.3866,1.3868,1.3889,1.3849
18/09/2007,1.3982,1.3863,1.399,1.3828
